Time [s],Force Reaction (X) [N],Force Reaction (Y) [N],Force Reaction (Z) [N],Force Reaction (Total) [N],RPM,Feed_mm_per_sec,DOC_mm,sequence_id,Tool_Life_HSS_min
1.6,-2003.4,3739.1,-966.1,4350.6,1000,2,3,3,31.2167426908534
1.65,-1989.6,4076.2,-1082.0,4663.1,1000,2,3,3,31.2167426908534
1.7,-1820.9,4088.7,-950.6,4575.6,1000,2,3,3,31.2167426908534
1.75,-1756.0,4002.9,-1128.4,4514.5,1000,2,3,3,31.2167426908534
1.8,-1849.5,4214.1,-1023.6,4714.6,1000,2,3,3,31.2167426908534
1.85,-1808.5,3996.8,-1146.0,4534.2,1000,2,3,3,31.2167426908534
1.9,-1894.2,3843.3,-1252.6,4464.1,1000,2,3,3,31.2167426908534
1.95,-1943.6,3824.6,-1239.3,4465.5,1000,2,3,3,31.2167426908534
2.0,-1992.0,3514.1,-1117.5,4191.1,1000,2,3,3,31.2167426908534
2.05,-2050.4,3776.6,-1189.1,4458.8,1000,2,3,3,31.2167426908534
2.1,-2141.7,3747.0,-1182.8,4475.0,1000,2,3,3,31.2167426908534
2.15,-2027.7,4032.4,-1134.9,4654.0,1000,2,3,3,31.2167426908534
2.2,-2114.3,4096.1,-1111.3,4741.7,1000,2,3,3,31.2167426908534
2.25,-2221.8,4030.5,-1091.1,4729.9,1000,2,3,3,31.2167426908534
2.3,-2195.1,4147.2,-970.8,4791.6,1000,2,3,3,31.2167426908534
2.35,-2221.3,3885.4,-879.4,4561.1,1000,2,3,3,31.2167426908534
2.4,-2081.1,3939.1,-924.9,4550.1,1000,2,3,3,31.2167426908534
2.45,-2161.0,3750.7,-817.0,4405.1,1000,2,3,3,31.2167426908534
2.5,-2034.3,3507.9,-836.8,4140.5,1000,2,3,3,31.2167426908534
2.55,-1908.5,3844.1,-995.4,4405.7,1000,2,3,3,31.2167426908534
2.6,-1873.0,4072.4,-889.5,4569.9,1000,2,3,3,31.2167426908534
2.65,-1834.0,4322.0,-886.9,4778.0,1000,2,3,3,31.2167426908534
2.7,-1927.1,4034.0,-1122.6,4609.5,1000,2,3,3,31.2167426908534
2.75,-1788.2,4098.3,-1086.5,4601.6,1000,2,3,3,31.2167426908534
2.8,-1856.9,4219.8,-1075.1,4734.0,1000,2,3,3,31.2167426908534
2.85,-1783.6,3845.5,-1195.5,4404.4,1000,2,3,3,31.2167426908534
2.9,-1929.1,4051.5,-1178.6,4639.6,1000,2,3,3,31.2167426908534
2.95,-1846.0,3574.1,-1220.0,4203.6,1000,2,3,3,31.2167426908534
3.0,-1984.1,3507.8,-1264.2,4223.7,1000,2,3,3,31.2167426908534
3.05,-2015.1,3739.2,-1211.6,4417.1,1000,2,3,3,31.2167426908534
3.1,-2139.6,3833.1,-1207.1,4552.7,1000,2,3,3,31.2167426908534
3.15,-2178.7,4077.4,-1152.6,4764.5,1000,2,3,3,31.2167426908534
3.2,-2201.8,3900.6,-1109.5,4614.5,1000,2,3,3,31.2167426908534
3.25,-2117.3,4028.5,-1099.8,4682.0,1000,2,3,3,31.2167426908534
3.3,-2206.0,3983.2,-1059.6,4675.0,1000,2,3,3,31.2167426908534
3.35,-2159.2,3984.9,-1006.4,4642.7,1000,2,3,3,31.2167426908534
3.4,-2034.9,3947.7,-909.0,4533.4,1000,2,3,3,31.2167426908534
3.45,-2030.7,3872.3,-973.9,4479.6,1000,2,3,3,31.2167426908534
3.5,-2029.2,3677.6,-830.5,4281.6,1000,2,3,3,31.2167426908534
3.55,-1939.5,3809.1,-966.9,4382.4,1000,2,3,3,31.2167426908534
3.6,-2004.8,3882.9,-828.4,4447.8,1000,2,3,3,31.2167426908534
3.65,-1973.6,3786.6,-984.9,4382.2,1000,2,3,3,31.2167426908534
3.7,-1818.8,3813.4,-1040.1,4351.1,1000,2,3,3,31.2167426908534
3.75,-1654.7,4084.4,-1091.8,4540.1,1000,2,3,3,31.2167426908534
3.8,-1713.1,3863.8,-1081.0,4362.6,1000,2,3,3,31.2167426908534
3.85,-1703.4,3875.4,-1140.9,4384.3,1000,2,3,3,31.2167426908534
3.9,-1872.3,3902.3,-1236.7,4501.5,1000,2,3,3,31.2167426908534
3.95,-1994.0,3724.6,-1195.5,4390.6,1000,2,3,3,31.2167426908534
4.0,-1940.3,3548.8,-1185.3,4214.7,1000,2,3,3,31.2167426908534
4.05,-2145.3,3661.2,-1193.6,4408.1,1000,2,3,3,31.2167426908534
4.1,-2305.1,3881.5,-1108.1,4648.4,1000,2,3,3,31.2167426908534
4.15,-2123.0,4134.9,-1291.9,4824.3,1000,2,3,3,31.2167426908534
4.2,-2106.6,3828.2,-1118.6,4510.4,1000,2,3,3,31.2167426908534
4.25,-2137.1,4014.8,-1094.6,4678.0,1000,2,3,3,31.2167426908534
4.3,-2072.0,4133.9,-984.0,4727.7,1000,2,3,3,31.2167426908534
4.35,-2100.1,3996.5,-856.5,4595.2,1000,2,3,3,31.2167426908534
4.4,-2090.1,3808.4,-1012.8,4460.8,1000,2,3,3,31.2167426908534
4.45,-2135.9,3768.7,-959.5,4436.9,1000,2,3,3,31.2167426908534
4.5,-2020.6,3687.7,-917.0,4303.8,1000,2,3,3,31.2167426908534
4.55,-2037.9,3881.8,-856.1,4467.0,1000,2,3,3,31.2167426908534
4.6,-1935.3,3693.4,-871.8,4259.9,1000,2,3,3,31.2167426908534
4.65,-1744.8,3867.2,-1006.8,4360.4,1000,2,3,3,31.2167426908534
4.7,-1833.8,4055.1,-958.6,4552.6,1000,2,3,3,31.2167426908534
4.75,-1814.2,4092.9,-1058.3,4600.3,1000,2,3,3,31.2167426908534
4.8,-1894.5,4051.4,-1043.0,4592.5,1000,2,3,3,31.2167426908534
4.85,-1697.9,4013.5,-1139.6,4504.4,1000,2,3,3,31.2167426908534
4.9,-2043.6,3978.7,-1146.3,4617.4,1000,2,3,3,31.2167426908534
4.95,-2020.8,3817.8,-1198.5,4482.8,1000,2,3,3,31.2167426908534
0.0,-1535.4,2860.6,-897.0,3368.2,3000,2,3,4,30.53832126316137
0.05,-1715.9,3122.9,-874.4,3669.0,3000,2,3,4,30.53832126316137
0.1,-1730.9,3170.3,-824.9,3705.0,3000,2,3,4,30.53832126316137
0.15,-1590.7,2984.7,-672.5,3448.3,3000,2,3,4,30.53832126316137
0.2,-1451.6,2984.3,-689.3,3389.4,3000,2,3,4,30.53832126316137
0.25,-1370.0,3369.0,-821.7,3728.5,3000,2,3,4,30.53832126316137
0.3,-1447.7,3077.7,-908.0,3520.3,3000,2,3,4,30.53832126316137
0.35,-1443.9,2857.1,-947.2,3338.4,3000,2,3,4,30.53832126316137
0.4,-1649.0,3089.3,-830.9,3599.1,3000,2,3,4,30.53832126316137
0.45,-1600.6,3211.7,-737.0,3663.4,3000,2,3,4,30.53832126316137
0.5,-1530.1,2883.6,-704.0,3339.5,3000,2,3,4,30.53832126316137
0.55,-1446.2,3055.5,-716.6,3455.6,3000,2,3,4,30.53832126316137
0.6,-1391.9,3073.3,-809.5,3469.6,3000,2,3,4,30.53832126316137
0.65,-1416.8,2856.1,-895.6,3311.6,3000,2,3,4,30.53832126316137
0.7,-1657.0,3087.9,-895.1,3616.9,3000,2,3,4,30.53832126316137
0.75,-1775.5,3150.9,-818.4,3708.2,3000,2,3,4,30.53832126316137
0.8,-1649.4,2872.8,-668.2,3379.4,3000,2,3,4,30.53832126316137
0.85,-1428.8,2997.3,-694.8,3392.4,3000,2,3,4,30.53832126316137
0.9,-1447.9,2899.0,-711.9,3317.7,3000,2,3,4,30.53832126316137
0.95,-1390.3,3043.5,-842.1,3450.4,3000,2,3,4,30.53832126316137
1.0,-1429.3,3003.3,-828.4,3427.7,3000,2,3,4,30.53832126316137
1.05,-1585.4,3199.3,-872.4,3675.6,3000,2,3,4,30.53832126316137
1.1,-1759.9,2932.8,-772.3,3506.5,3000,2,3,4,30.53832126316137
1.15,-1539.3,2871.0,-671.4,3326.1,3000,2,3,4,30.53832126316137
1.2,-1475.7,2945.9,-691.9,3366.7,3000,2,3,4,30.53832126316137
1.25,-1397.2,3282.6,-804.0,3657.1,3000,2,3,4,30.53832126316137
1.3,-1509.2,3078.4,-889.5,3542.0,3000,2,3,4,30.53832126316137
1.35,-1546.6,3090.2,-875.4,3564.8,3000,2,3,4,30.53832126316137
1.4,-1596.8,3240.4,-835.6,3707.8,3000,2,3,4,30.53832126316137
1.45,-1652.8,3183.0,-807.0,3676.2,3000,2,3,4,30.53832126316137
1.5,-1597.4,2728.2,-734.9,3245.7,3000,2,3,4,30.53832126316137
1.55,-1479.1,3064.0,-655.7,3464.9,3000,2,3,4,30.53832126316137
1.6,-1292.3,3113.1,-872.7,3481.8,3000,2,3,4,30.53832126316137
1.65,-1488.0,2797.3,-919.3,3299.2,3000,2,3,4,30.53832126316137
1.7,-1637.0,3183.6,-911.5,3694.1,3000,2,3,4,30.53832126316137
1.75,-1606.0,3222.2,-819.8,3692.4,3000,2,3,4,30.53832126316137
1.8,-1639.5,2843.8,-712.8,3359.1,3000,2,3,4,30.53832126316137
1.85,-1499.8,3044.8,-639.5,3453.9,3000,2,3,4,30.53832126316137
1.9,-1456.2,3071.4,-766.4,3484.4,3000,2,3,4,30.53832126316137
1.95,-1391.4,3194.8,-893.5,3597.4,3000,2,3,4,30.53832126316137
2.0,-1517.2,2774.9,-913.5,3291.9,3000,2,3,4,30.53832126316137
2.05,-1544.0,2999.0,-841.1,3476.3,3000,2,3,4,30.53832126316137
2.1,-1652.0,3040.3,-853.9,3563.9,3000,2,3,4,30.53832126316137
2.15,-1592.8,2773.1,-609.5,3255.5,3000,2,3,4,30.53832126316137
2.2,-1506.7,2960.1,-778.7,3411.6,3000,2,3,4,30.53832126316137
2.25,-1358.6,2993.2,-789.2,3380.5,3000,2,3,4,30.53832126316137
2.3,-1486.9,3087.0,-821.2,3523.4,3000,2,3,4,30.53832126316137
2.35,-1566.6,2851.7,-864.8,3366.6,3000,2,3,4,30.53832126316137
2.4,-1682.3,3132.8,-776.6,3639.7,3000,2,3,4,30.53832126316137
2.45,-1540.0,3149.7,-701.5,3575.5,3000,2,3,4,30.53832126316137
2.5,-1579.5,2700.3,-707.0,3207.2,3000,2,3,4,30.53832126316137
2.55,-1504.0,2935.9,-623.9,3357.2,3000,2,3,4,30.53832126316137
2.6,-1392.4,3345.2,-646.3,3680.6,3000,2,3,4,30.53832126316137
2.65,-1496.9,2748.6,-869.8,3248.4,3000,2,3,4,30.53832126316137
2.7,-1622.8,2943.4,-872.2,3472.4,3000,2,3,4,30.53832126316137
2.75,-1607.9,3226.6,-786.2,3689.7,3000,2,3,4,30.53832126316137
2.8,-1560.5,3081.6,-695.2,3523.5,3000,2,3,4,30.53832126316137
2.85,-1448.3,2903.5,-686.9,3316.5,3000,2,3,4,30.53832126316137
2.9,-1289.0,3028.1,-701.9,3365.0,3000,2,3,4,30.53832126316137
2.95,-1448.8,3245.4,-892.9,3664.5,3000,2,3,4,30.53832126316137
3.0,-1457.3,2905.2,-827.1,3353.8,3000,2,3,4,30.53832126316137
3.05,-1659.7,3110.2,-905.6,3639.8,3000,2,3,4,30.53832126316137
3.1,-1618.6,3152.7,-834.5,3640.9,3000,2,3,4,30.53832126316137
3.15,-1718.1,3043.7,-713.0,3567.1,3000,2,3,4,30.53832126316137
3.2,-1476.4,3180.2,-700.8,3575.5,3000,2,3,4,30.53832126316137
3.25,-1354.5,3197.5,-817.5,3567.5,3000,2,3,4,30.53832126316137
3.3,-1386.2,3051.2,-880.9,3465.1,3000,2,3,4,30.53832126316137
3.35,-1564.6,3024.5,-931.2,3530.3,3000,2,3,4,30.53832126316137
3.4,-1707.3,2912.4,-869.3,3486.1,3000,2,3,4,30.53832126316137
3.45,-1568.3,3297.7,-752.8,3728.4,3000,2,3,4,30.53832126316137
3.5,-1424.5,2714.9,-745.3,3155.2,3000,2,3,4,30.53832126316137
3.55,-1518.0,3101.0,-773.4,3538.1,3000,2,3,4,30.53832126316137
3.6,-1387.5,3231.5,-860.0,3620.4,3000,2,3,4,30.53832126316137
3.65,-1448.9,2933.0,-1010.6,3423.9,3000,2,3,4,30.53832126316137
3.7,-1573.7,3178.3,-812.4,3638.4,3000,2,3,4,30.53832126316137
3.75,-1736.1,3402.8,-912.4,3927.5,3000,2,3,4,30.53832126316137
3.8,-1578.9,3051.0,-727.2,3511.4,3000,2,3,4,30.53832126316137
3.85,-1470.8,3027.6,-674.5,3432.9,3000,2,3,4,30.53832126316137
3.9,-1407.7,3232.8,-766.2,3608.3,3000,2,3,4,30.53832126316137
3.95,-1361.1,3248.2,-813.6,3614.6,3000,2,3,4,30.53832126316137
4.0,-1464.1,2845.0,-903.0,3324.6,3000,2,3,4,30.53832126316137
4.05,-1648.6,3105.8,-896.5,3628.7,3000,2,3,4,30.53832126316137
4.1,-1553.0,3142.2,-751.4,3584.7,3000,2,3,4,30.53832126316137
4.15,-1618.8,2961.7,-646.7,3436.7,3000,2,3,4,30.53832126316137
4.2,-1319.5,3151.7,-632.1,3474.7,3000,2,3,4,30.53832126316137
4.25,-1446.5,3066.9,-809.6,3486.2,3000,2,3,4,30.53832126316137
4.3,-1354.8,3127.1,-851.0,3512.6,3000,2,3,4,30.53832126316137
4.35,-1620.3,2932.2,-905.3,3470.2,3000,2,3,4,30.53832126316137
4.4,-1609.1,3133.9,-901.9,3636.5,3000,2,3,4,30.53832126316137
4.45,-1571.1,2925.0,-845.5,3426.2,3000,2,3,4,30.53832126316137
4.5,-1552.5,2741.2,-730.9,3234.0,3000,2,3,4,30.53832126316137
4.55,-1363.5,3227.6,-796.3,3593.2,3000,2,3,4,30.53832126316137
4.6,-1442.2,3103.0,-965.6,3555.4,3000,2,3,4,30.53832126316137
4.65,-1503.6,3107.6,-908.0,3569.6,3000,2,3,4,30.53832126316137
4.7,-1582.2,2939.4,-860.7,3447.3,3000,2,3,4,30.53832126316137
4.75,-1638.9,3035.4,-781.4,3537.0,3000,2,3,4,30.53832126316137
4.8,-1564.8,3068.0,-787.4,3532.9,3000,2,3,4,30.53832126316137
4.85,-1437.3,2832.7,-744.0,3262.5,3000,2,3,4,30.53832126316137
4.9,-1230.5,3215.3,-851.4,3546.5,3000,2,3,4,30.53832126316137
4.95,-1357.7,3225.2,-890.4,3610.8,3000,2,3,4,30.53832126316137
0.0,-1101.6,2066.6,-711.5,2447.6,5000,2,3,5,30.227914460430053
0.05,-1142.6,2290.8,-586.6,2626.3,5000,2,3,5,30.227914460430053
0.1,-1110.3,2067.5,-520.3,2403.8,5000,2,3,5,30.227914460430053
0.15,-901.8,2297.7,-582.3,2536.1,5000,2,3,5,30.227914460430053
0.2,-1013.8,1949.1,-705.3,2307.5,5000,2,3,5,30.227914460430053
0.25,-1155.6,2287.8,-563.5,2624.3,5000,2,3,5,30.227914460430053
0.3,-1026.0,2017.8,-502.5,2318.8,5000,2,3,5,30.227914460430053
0.35,-898.1,2534.4,-639.1,2763.7,5000,2,3,5,30.227914460430053
0.4,-984.1,1993.8,-694.6,2329.4,5000,2,3,5,30.227914460430053
0.45,-1154.7,2332.0,-600.6,2670.6,5000,2,3,5,30.227914460430053
0.5,-948.7,2031.6,-509.8,2299.4,5000,2,3,5,30.227914460430053
0.55,-969.4,2254.7,-541.4,2513.3,5000,2,3,5,30.227914460430053
0.6,-948.2,2081.1,-708.0,2394.0,5000,2,3,5,30.227914460430053
0.65,-1231.3,2215.5,-622.4,2610.0,5000,2,3,5,30.227914460430053
0.7,-1048.2,2000.7,-537.8,2321.8,5000,2,3,5,30.227914460430053
0.75,-850.2,2336.8,-693.2,2581.5,5000,2,3,5,30.227914460430053
0.8,-1013.9,2079.1,-722.8,2423.4,5000,2,3,5,30.227914460430053
0.85,-1105.1,2421.2,-615.7,2731.7,5000,2,3,5,30.227914460430053
0.9,-984.5,2127.7,-480.2,2393.1,5000,2,3,5,30.227914460430053
0.95,-880.3,2178.8,-614.1,2428.8,5000,2,3,5,30.227914460430053
1.0,-1090.4,2210.5,-755.8,2578.1,5000,2,3,5,30.227914460430053
1.05,-1184.2,2301.3,-594.1,2655.4,5000,2,3,5,30.227914460430053
1.1,-1033.8,2453.7,-511.9,2711.3,5000,2,3,5,30.227914460430053
1.15,-900.6,2483.1,-620.6,2713.3,5000,2,3,5,30.227914460430053
1.2,-1012.1,1988.3,-653.3,2324.7,5000,2,3,5,30.227914460430053
1.25,-1146.6,2316.0,-585.9,2649.9,5000,2,3,5,30.227914460430053
1.3,-1043.1,2088.8,-479.4,2383.5,5000,2,3,5,30.227914460430053
1.35,-846.3,2515.8,-630.3,2728.1,5000,2,3,5,30.227914460430053
1.4,-1015.7,2104.1,-759.0,2456.6,5000,2,3,5,30.227914460430053
1.45,-1117.1,2290.0,-621.9,2622.7,5000,2,3,5,30.227914460430053
1.5,-1035.7,2064.8,-520.5,2367.9,5000,2,3,5,30.227914460430053
1.55,-937.6,2322.9,-608.4,2577.8,5000,2,3,5,30.227914460430053
1.6,-1007.3,2050.1,-675.3,2381.9,5000,2,3,5,30.227914460430053
1.65,-1090.4,2389.9,-574.5,2689.0,5000,2,3,5,30.227914460430053
1.7,-969.4,2135.9,-483.9,2395.0,5000,2,3,5,30.227914460430053
1.75,-892.9,2381.5,-579.9,2608.7,5000,2,3,5,30.227914460430053
1.8,-1089.1,1954.4,-750.0,2359.7,5000,2,3,5,30.227914460430053
1.85,-1100.8,2260.0,-554.1,2574.1,5000,2,3,5,30.227914460430053
1.9,-1099.2,2037.6,-502.2,2369.0,5000,2,3,5,30.227914460430053
1.95,-968.1,2337.5,-589.4,2597.8,5000,2,3,5,30.227914460430053
2.0,-1055.9,1998.2,-674.3,2358.5,5000,2,3,5,30.227914460430053
2.05,-1175.3,2396.4,-607.6,2737.4,5000,2,3,5,30.227914460430053
2.1,-984.0,1999.7,-574.6,2301.6,5000,2,3,5,30.227914460430053
2.15,-893.2,2279.6,-644.9,2531.9,5000,2,3,5,30.227914460430053
2.2,-996.6,1977.0,-687.2,2318.2,5000,2,3,5,30.227914460430053
2.25,-1170.0,2345.9,-640.5,2698.6,5000,2,3,5,30.227914460430053
2.3,-1018.9,1975.0,-585.5,2298.2,5000,2,3,5,30.227914460430053
2.35,-855.0,2377.2,-609.5,2598.8,5000,2,3,5,30.227914460430053
2.4,-1082.5,2063.5,-779.1,2457.0,5000,2,3,5,30.227914460430053
2.45,-1162.2,2374.4,-601.1,2711.0,5000,2,3,5,30.227914460430053
2.5,-1052.4,2038.1,-526.3,2353.4,5000,2,3,5,30.227914460430053
2.55,-960.8,2297.1,-561.8,2552.6,5000,2,3,5,30.227914460430053
2.6,-1016.7,1984.9,-755.1,2354.5,5000,2,3,5,30.227914460430053
2.65,-1103.9,2363.8,-656.3,2690.1,5000,2,3,5,30.227914460430053
2.7,-1013.1,2138.9,-459.7,2410.9,5000,2,3,5,30.227914460430053
2.75,-907.4,2460.7,-658.9,2704.2,5000,2,3,5,30.227914460430053
2.8,-953.5,2051.7,-678.2,2361.9,5000,2,3,5,30.227914460430053
2.85,-1171.8,2226.7,-582.8,2582.8,5000,2,3,5,30.227914460430053
2.9,-1030.0,1965.2,-419.7,2258.1,5000,2,3,5,30.227914460430053
2.95,-853.4,2394.5,-648.9,2623.5,5000,2,3,5,30.227914460430053
3.0,-994.3,2068.5,-687.1,2395.7,5000,2,3,5,30.227914460430053
3.05,-1211.5,2243.4,-674.3,2637.3,5000,2,3,5,30.227914460430053
3.1,-912.7,2110.3,-480.2,2348.9,5000,2,3,5,30.227914460430053
3.15,-867.9,2523.0,-667.7,2750.4,5000,2,3,5,30.227914460430053
3.2,-991.6,1920.5,-708.3,2274.5,5000,2,3,5,30.227914460430053
3.25,-1176.1,2368.5,-603.5,2712.4,5000,2,3,5,30.227914460430053
3.3,-1057.8,2034.5,-463.9,2339.5,5000,2,3,5,30.227914460430053
3.35,-856.2,2302.9,-613.2,2532.3,5000,2,3,5,30.227914460430053
3.4,-1011.9,1973.5,-700.4,2325.8,5000,2,3,5,30.227914460430053
3.45,-1135.1,2070.0,-603.2,2436.7,5000,2,3,5,30.227914460430053
3.5,-985.5,1916.3,-500.9,2212.3,5000,2,3,5,30.227914460430053
3.55,-981.8,2319.9,-640.4,2599.2,5000,2,3,5,30.227914460430053
3.6,-1001.4,1939.2,-684.9,2287.5,5000,2,3,5,30.227914460430053
3.65,-1148.3,2216.2,-621.5,2572.2,5000,2,3,5,30.227914460430053
3.7,-973.2,2259.7,-489.6,2508.5,5000,2,3,5,30.227914460430053
3.75,-919.1,2240.2,-648.2,2506.7,5000,2,3,5,30.227914460430053
3.8,-1052.8,2214.5,-712.1,2553.3,5000,2,3,5,30.227914460430053
3.85,-1177.4,2240.3,-587.7,2598.2,5000,2,3,5,30.227914460430053
3.9,-998.8,1986.7,-513.6,2282.2,5000,2,3,5,30.227914460430053
3.95,-991.3,2329.9,-634.9,2610.4,5000,2,3,5,30.227914460430053
4.0,-949.5,2150.8,-759.7,2470.8,5000,2,3,5,30.227914460430053
4.05,-1140.5,2382.0,-620.4,2712.9,5000,2,3,5,30.227914460430053
4.1,-1007.0,2035.8,-512.7,2328.4,5000,2,3,5,30.227914460430053
4.15,-996.7,2387.7,-602.7,2656.7,5000,2,3,5,30.227914460430053
4.2,-1068.4,2198.4,-735.8,2552.6,5000,2,3,5,30.227914460430053
4.25,-985.9,2353.5,-573.0,2615.2,5000,2,3,5,30.227914460430053
4.3,-1020.0,2092.2,-476.0,2375.8,5000,2,3,5,30.227914460430053
4.35,-889.6,2196.0,-592.9,2442.4,5000,2,3,5,30.227914460430053
4.4,-1095.9,1982.6,-714.3,2375.2,5000,2,3,5,30.227914460430053
4.45,-1231.4,2378.6,-620.0,2749.2,5000,2,3,5,30.227914460430053
4.5,-1064.4,2197.3,-508.1,2493.8,5000,2,3,5,30.227914460430053
4.55,-867.3,2176.5,-606.5,2420.1,5000,2,3,5,30.227914460430053
4.6,-978.1,2072.6,-772.3,2418.4,5000,2,3,5,30.227914460430053
4.65,-1182.3,2385.8,-621.4,2734.2,5000,2,3,5,30.227914460430053
4.7,-1052.9,2146.1,-508.7,2444.0,5000,2,3,5,30.227914460430053
4.75,-913.7,2206.9,-661.2,2478.4,5000,2,3,5,30.227914460430053
4.8,-1135.5,1969.9,-767.0,2399.6,5000,2,3,5,30.227914460430053
4.85,-1128.8,2375.7,-635.2,2705.9,5000,2,3,5,30.227914460430053
4.9,-986.9,1949.3,-419.7,2224.9,5000,2,3,5,30.227914460430053
4.95,-869.5,2326.6,-553.8,2544.7,5000,2,3,5,30.227914460430053
0.0,-2191.9,4664.7,-1642.2,5409.3,1000,2,5,6,27.75635109028612
0.05,-2451.5,4406.0,-1518.4,5265.7,1000,2,5,6,27.75635109028612
0.1,-2482.9,4501.8,-1430.6,5336.4,1000,2,5,6,27.75635109028612
0.15,-2566.7,4618.4,-1474.3,5485.6,1000,2,5,6,27.75635109028612
0.2,-2582.3,4894.4,-1462.5,5723.8,1000,2,5,6,27.75635109028612
0.25,-2683.7,4850.2,-1397.3,5716.6,1000,2,5,6,27.75635109028612
0.3,-2723.3,4772.0,-1412.4,5673.0,1000,2,5,6,27.75635109028612
0.35,-2557.1,4835.3,-1208.3,5601.7,1000,2,5,6,27.75635109028612
0.4,-2758.2,4589.2,-1167.6,5480.1,1000,2,5,6,27.75635109028612
0.45,-2441.0,4612.1,-1260.2,5368.3,1000,2,5,6,27.75635109028612
0.5,-2396.9,4520.5,-1335.7,5288.1,1000,2,5,6,27.75635109028612
0.55,-2438.1,4628.0,-1177.8,5361.9,1000,2,5,6,27.75635109028612
0.6,-2307.2,4547.7,-1137.3,5224.8,1000,2,5,6,27.75635109028612
0.65,-2350.6,4954.5,-1327.8,5642.3,1000,2,5,6,27.75635109028612
0.7,-2337.6,4912.5,-1325.0,5599.3,1000,2,5,6,27.75635109028612
0.75,-2149.7,5037.5,-1376.6,5647.4,1000,2,5,6,27.75635109028612
0.8,-2231.8,5035.0,-1391.8,5680.6,1000,2,5,6,27.75635109028612
0.85,-2092.9,4760.2,-1489.7,5409.1,1000,2,5,6,27.75635109028612
0.9,-2079.7,4828.3,-1657.6,5512.3,1000,2,5,6,27.75635109028612
0.95,-2318.3,4467.2,-1536.7,5262.3,1000,2,5,6,27.75635109028612
1.0,-2418.2,4511.1,-1643.8,5375.8,1000,2,5,6,27.75635109028612
1.05,-2351.2,4329.9,-1605.9,5182.2,1000,2,5,6,27.75635109028612
1.1,-2728.9,4812.4,-1503.7,5733.0,1000,2,5,6,27.75635109028612
1.15,-2723.2,4822.6,-1689.0,5790.1,1000,2,5,6,27.75635109028612
1.2,-2656.2,4635.4,-1402.4,5523.5,1000,2,5,6,27.75635109028612
1.25,-2616.9,4962.4,-1502.7,5807.9,1000,2,5,6,27.75635109028612
1.3,-2627.8,4808.0,-1396.7,5654.4,1000,2,5,6,27.75635109028612
1.35,-2596.8,5137.5,-1187.4,5877.7,1000,2,5,6,27.75635109028612
1.4,-2492.3,4740.1,-1142.3,5475.9,1000,2,5,6,27.75635109028612
1.45,-2503.7,4920.7,-1284.1,5668.4,1000,2,5,6,27.75635109028612
1.5,-2386.5,4532.5,-1291.7,5282.8,1000,2,5,6,27.75635109028612
1.55,-2351.6,4444.0,-1343.8,5204.3,1000,2,5,6,27.75635109028612
1.6,-2371.7,4756.4,-1316.4,5475.5,1000,2,5,6,27.75635109028612
1.65,-2350.1,4855.2,-1154.1,5516.2,1000,2,5,6,27.75635109028612
1.7,-2338.5,5018.2,-1331.8,5694.3,1000,2,5,6,27.75635109028612
1.75,-2194.0,4677.1,-1495.7,5378.3,1000,2,5,6,27.75635109028612
1.8,-2260.7,4850.2,-1486.7,5553.9,1000,2,5,6,27.75635109028612
1.85,-2100.2,4731.6,-1646.3,5432.2,1000,2,5,6,27.75635109028612
1.9,-2302.5,4746.1,-1586.6,5508.5,1000,2,5,6,27.75635109028612
1.95,-2194.8,4604.2,-1549.2,5330.6,1000,2,5,6,27.75635109028612
2.0,-2540.1,4472.1,-1737.9,5428.8,1000,2,5,6,27.75635109028612
2.05,-2492.1,4675.5,-1534.7,5516.0,1000,2,5,6,27.75635109028612
2.1,-2675.3,4684.2,-1444.7,5584.4,1000,2,5,6,27.75635109028612
2.15,-2614.1,4936.1,-1454.5,5771.8,1000,2,5,6,27.75635109028612
2.2,-2547.0,4830.4,-1522.1,5669.0,1000,2,5,6,27.75635109028612
2.25,-2668.4,4850.5,-1331.7,5693.9,1000,2,5,6,27.75635109028612
2.3,-2646.5,4939.9,-1430.1,5783.7,1000,2,5,6,27.75635109028612
2.35,-2553.0,4848.2,-1379.2,5650.2,1000,2,5,6,27.75635109028612
2.4,-2365.5,4562.4,-1060.6,5247.5,1000,2,5,6,27.75635109028612
2.45,-2568.0,4910.0,-1322.0,5696.5,1000,2,5,6,27.75635109028612
2.5,-2517.7,4276.5,-1272.5,5123.1,1000,2,5,6,27.75635109028612
2.55,-2415.3,4344.8,-1236.1,5122.3,1000,2,5,6,27.75635109028612
2.6,-2311.1,4881.1,-1236.4,5540.3,1000,2,5,6,27.75635109028612
2.65,-2324.3,4898.2,-1177.9,5548.1,1000,2,5,6,27.75635109028612
2.7,-2197.2,4947.4,-1280.3,5562.7,1000,2,5,6,27.75635109028612
2.75,-2143.2,4817.2,-1296.4,5429.4,1000,2,5,6,27.75635109028612
2.8,-2336.9,4677.6,-1410.1,5415.7,1000,2,5,6,27.75635109028612
2.85,-2103.8,4785.6,-1508.3,5440.9,1000,2,5,6,27.75635109028612
2.9,-2431.6,4703.5,-1696.9,5560.1,1000,2,5,6,27.75635109028612
2.95,-2325.2,4575.8,-1595.9,5375.1,1000,2,5,6,27.75635109028612
3.0,-2410.3,4436.9,-1680.3,5321.5,1000,2,5,6,27.75635109028612
